dummy,dummy,pop_SSP1,pop_SSP2,pop_SSP3,pop_SSP4,pop_SSP5,pop_SDP,pop_SDP_EI,pop_SDP_MC,pop_SDP_RC,pop_SSP2EU
2100,MEA,272.2967,419.2403,719.57,473.0012,260.7459,272.2967,272.2967,272.2967,272.2967,418.34452167
2100,REF,116.6986,149.3599,195.4805,113.3179,126.9857,116.6986,116.6986,116.6986,116.6986,149.39806291
2100,CAZ,37.556,55.6599,46.644,43.3638,50.9544,37.556,37.556,37.556,37.556,55.51522767
2100,CHA,321.4471,405.5562,657.7899,273.8446,315.1057,321.4471,321.4471,321.4471,321.4471,399.5664167
2100,IND,641.9257,837.2544,1338.6175,537.9831,635.6323,641.9257,641.9257,641.9257,641.9257,837.25416764
2100,JPN,22.8512,34.3513,43.7771,24.142,25.5521,22.8512,22.8512,22.8512,22.8512,34.3330043
2100,USA,172.7286,262.3945,285.0576,192.2513,222.5242,172.7286,172.7286,172.7286,172.7286,262.98846419
2105,LAM,214.27728352,317.46754619,618.92989193,238.62445248,188.49809649,214.27728352,214.27728352,214.27728352,214.27728352,316.82627973
2105,OAS,484.48959921,769.6095899,1360.71098519,868.00402422,442.29118086,484.48959921,484.48959921,484.48959921,484.48959921,769.64158623
2105,SSA,760.65127789,1669.26641946,2886.81082776,2668.69579384,741.48536767,760.65127789,760.65127789,760.65127789,760.65127789,1668.37481483
2105,EUR,170.67286052,266.56404777,317.03670564,196.31647788,207.00995922,170.67286052,170.67286052,170.67286052,170.67286052,252.63864206
2105,NEU,41.95534072,57.79403625,90.00610855,39.29902163,43.78491148,41.95534072,41.95534072,41.95534072,41.95534072,57.80189842
2105,MEA,258.02476538,409.84691524,734.87666872,471.30692438,246.64612625,258.02476538,258.02476538,258.02476538,258.02476538,408.94417317
2105,REF,113.34804826,148.07395223,197.7186602,110.71524712,124.05394134,113.34804826,113.34804826,113.34804826,113.34804826,148.11674338
2105,CAZ,36.89997947,56.26307501,47.39799799,43.2902948,50.29819077,36.89997947,36.89997947,36.89997947,36.89997947,56.11728509
2105,CHA,303.66338808,389.33055184,656.51089369,255.53766554,297.26841187,303.66338808,303.66338808,303.66338808,303.66338808,383.59350375
2105,IND,606.26973136,808.80744321,1348.08271578,498.09323357,599.82080549,606.26973136,606.26973136,606.26973136,606.26973136,808.80721933
2105,JPN,21.52232712,33.37208498,43.24180438,22.92288463,24.27932596,21.52232712,21.52232712,21.52232712,21.52232712,33.35430306
2105,USA,168.4006411,263.89047986,291.55277877,189.74879116,218.8457907,168.4006411,168.4006411,168.4006411,168.4006411,264.48770841
2110,LAM,202.80635308,307.34708931,622.60209147,227.14453581,177.40847881,202.80635308,202.80635308,202.80635308,202.80635308,306.71324322
2110,OAS,459.67303022,751.07766568,1372.83645724,859.90588803,417.09078868,459.67303022,459.67303022,459.67303022,459.67303022,751.11063544
2110,SSA,731.71074054,1660.46957497,2951.34181075,2715.82589101,711.72848363,731.71074054,731.71074054,731.71074054,731.71074054,1659.58944429
2110,EUR,166.60728901,266.28682681,320.59299588,193.92517683,203.16876614,166.60728901,166.60728901,166.60728901,166.60728901,251.51183721
2110,NEU,40.51288439,56.71271007,90.55456404,37.83577867,42.35463362,40.51288439,40.51288439,40.51288439,40.51288439,56.72044827
2110,MEA,247.31725264,402.87809311,746.60159942,469.94295287,236.04836271,247.31725264,247.31725264,247.31725264,247.31725264,401.97055551
2110,REF,110.97079637,147.18708432,199.39249733,108.85772211,121.97130844,110.97079637,110.97079637,110.97079637,110.97079637,147.23309339
2110,CAZ,36.44820403,56.67846063,47.92039862,43.23967555,49.84628585,36.44820403,36.44820403,36.44820403,36.44820403,56.53190102
2110,CHA,290.29413045,377.26955915,655.54498399,240.93951199,283.86140312,290.29413045,290.29413045,290.29413045,290.29413045,371.7061654
2110,IND,578.95225999,785.51188363,1355.48190967,467.58239473,572.38434351,578.95225999,578.95225999,578.95225999,578.95225999,785.51166667
2110,JPN,20.48639426,32.62908897,42.86918338,21.98878321,23.28716165,20.48639426,20.48639426,20.48639426,20.48639426,32.61169706
2110,USA,165.01360824,265.05682003,296.93036064,187.92787781,216.12121701,165.01360824,165.01360824,165.01360824,165.01360824,265.6565965
2115,LAM,192.71989777,298.78368627,625.88043627,217.14393462,167.68662136,192.71989777,192.71989777,192.71989777,192.71989777,298.15674501
2115,OAS,437.99617553,734.95527548,1383.00557247,852.50620583,395.74046833,437.99617553,437.99617553,437.99617553,437.99617553,734.98916103
2115,SSA,706.19508866,1652.56596755,3005.32723865,2756.11574926,686.21775367,706.19508866,706.19508866,706.19508866,706.19508866,1651.69658695
2115,EUR,163.08654495,266.02701671,323.78557859,191.68022365,199.86235561,163.08654495,163.08654495,163.08654495,163.08654495,250.45575285
2115,NEU,39.24132503,55.77381416,91.06864192,36.53949979,41.09420706,39.24132503,39.24132503,39.24132503,39.24132503,55.78143611
2115,MEA,238.16403499,396.85327754,756.75222234,469.07266837,226.94355845,238.16403499,238.16403499,238.16403499,238.16403499,395.94124719
2115,REF,108.84167451,146.35212818,200.88244085,107.2183386,120.12419675,108.84167451,108.84167451,108.84167451,108.84167451,146.40117176
2115,CAZ,36.02480028,57.06776399,48.41004408,43.1922365,49.42276145,36.02480028,36.02480028,36.02480028,36.02480028,56.92048295
2115,CHA,278.89533845,366.99854382,654.70163277,228.61881018,272.42821104,278.89533845,278.89533845,278.89533845,278.89533845,361.59843037
2115,IND,554.19976954,767.47531403,1361.58313782,439.73400001,547.52428249,554.19976954,554.19976954,554.19976954,554.19976954,767.47510241
2115,JPN,19.59099547,32.0456604,42.5198836,21.18121902,22.42964519,19.59099547,19.59099547,19.59099547,19.59099547,32.02857497
2115,USA,162.17815687,266.06513038,301.27872896,186.28252842,213.58707141,162.17815687,162.17815687,162.17815687,162.17815687,266.66711359
2120,LAM,183.11546296,290.67444553,628.98258389,208.09265212,158.42406449,183.11546296,183.11546296,183.11546296,183.11546296,290.05405726
2120,OAS,418.1025409,720.51348152,1392.38769406,845.76048615,375.70438306,418.1025409,418.1025409,418.1025409,418.1025409,720.54823073
2120,SSA,682.68615244,1645.02569265,3055.94374964,2792.48519827,662.55633599,682.68615244,682.68615244,682.68615244,682.68615244,1644.16647879
2120,EUR,159.62276259,265.78130409,326.6402121,189.56027759,196.59768347,159.62276259,159.62276259,159.62276259,159.62276259,249.45692165
2120,NEU,38.06421977,54.97633062,91.55490012,35.34994787,39.92754894,38.06421977,38.06421977,38.06421977,38.06421977,54.98384256
2120,MEA,229.59554855,391.32348548,766.0969462,468.01401278,218.29343041,229.59554855,229.59554855,229.59554855,229.59554855,390.40720349
2120,REF,106.78328864,145.56607722,202.26652295,105.62028251,118.32822033,106.78328864,106.78328864,106.78328864,106.78328864,145.61797573
2120,CAZ,35.62436792,57.43595166,48.87317938,43.14737297,49.02221592,35.62436792,35.62436792,35.62436792,35.62436792,57.28798823
2120,CHA,268.74783549,357.061439,653.97399311,216.51703838,262.248762,268.74783549,268.74783549,268.74783549,268.74783549,351.81569513
2120,IND,533.41210863,749.33312048,1367.51152946,416.35026346,526.64655804,533.41210863,533.41210863,533.41210863,533.41210863,749.33291422
2120,JPN,18.83581151,31.44092653,42.18944601,20.49419436,21.70646752,18.83581151,18.83581151,18.83581151,18.83581151,31.42415907
2120,USA,159.56109698,266.99473692,305.08525076,184.81578444,211.30635066,159.56109698,159.56109698,159.56109698,159.56109698,267.59875972
2125,LAM,174.48766954,283.33955203,631.68135528,200.02777083,150.07749374,174.48766954,174.48766954,174.48766954,174.48766954,282.72461566
2125,OAS,399.82521064,707.26732578,1401.21029769,839.71277592,357.08358482,399.82521064,399.82521064,399.82521064,399.82521064,707.30279924
2125,SSA,661.17450117,1638.68854,3101.98481553,2826.60883847,640.98530455,661.17450117,661.17450117,661.17450117,661.17450117,1637.83779748
2125,EUR,156.62965582,265.57656781,329.28421601,187.78419028,193.76810459,156.62965582,156.62965582,156.62965582,156.62965582,248.62257557
2125,NEU,36.98652126,54.1716063,91.96255225,34.2560539,38.85891805,36.98652126,36.98652126,36.98652126,36.98652126,54.17902669
2125,MEA,221.59169348,386.18022309,774.62802487,467.04831843,210.50165517,221.59169348,221.59169348,221.59169348,221.59169348,385.26040117
2125,REF,105.01288286,144.91025326,203.51469018,104.23839083,116.78041948,105.01288286,105.01288286,105.01288286,105.01288286,144.96455191
2125,CAZ,35.29071086,57.74274691,49.26118208,43.10999263,48.68846556,35.29071086,35.29071086,35.29071086,35.29071086,57.59421478
2125,CHA,258.73608523,348.07069072,653.25022759,206.58843411,252.2092695,258.73608523,258.73608523,258.73608523,258.73608523,342.95330639
2125,IND,512.9275456,733.11096187,1372.78918481,393.31329429,506.0735924,512.9275456,512.9275456,512.9275456,512.9275456,733.11076036
2125,JPN,18.06447113,30.8835638,41.9114442,19.79257177,20.96789257,18.06447113,18.06447113,18.06447113,18.06447113,30.86708981
2125,USA,157.08740574,267.78486604,308.78396607,183.41336374,209.32680532,157.08740574,157.08740574,157.08740574,157.08740574,268.39062779
2130,LAM,166.18919724,276.22626254,634.42067939,191.86254236,142.07987017,166.18919724,166.18919724,166.18919724,166.18919724,275.61706353
2130,OAS,382.65721105,694.28900102,1410.01670967,833.83720124,339.57679214,382.65721105,382.65721105,382.65721105,382.65721105,694.32523204
2130,SSA,640.58449552,1632.22836212,3147.98539351,2859.62524608,619.94978975,640.58449552,640.58449552,640.58449552,640.58449552,1631.38652237
2130,EUR,153.68393487,265.36138063,331.92334862,185.92753761,190.9994112,153.68393487,153.68393487,153.68393487,153.68393487,247.74783906
2130,NEU,36.01823424,53.39955518,92.38842897,33.19340664,37.8995783,36.01823424,36.01823424,36.01823424,36.01823424,53.4068793
2130,MEA,214.05365443,381.21278524,782.80995219,466.37222247,203.03321529,214.05365443,214.05365443,214.05365443,214.05365443,380.28924085
2130,REF,103.25375513,144.22181235,204.6653358,102.88199717,115.25209524,103.25375513,103.25375513,103.25375513,103.25375513,144.2786145
2130,CAZ,34.94001813,58.06521422,49.66679199,43.07070621,48.33767608,34.94001813,34.94001813,34.94001813,34.94001813,57.91608421
2130,CHA,249.70335897,339.96321251,652.55163558,196.6901271,243.14867045,249.70335897,249.70335897,249.70335897,249.70335897,334.98142875
2130,IND,494.24973347,718.45479544,1377.97453204,372.31567242,487.31558477,494.24973347,494.24973347,494.24973347,494.24973347,718.45459819
2130,JPN,17.32844288,30.40181973,41.62199971,19.1232076,20.26322582,17.32844288,17.32844288,17.32844288,17.32844288,30.3855998
2130,USA,154.87686595,268.61455127,312.59904508,182.07393364,207.43225481,154.87686595,154.87686595,154.87686595,154.87686595,269.2221463
2135,LAM,158.12795695,269.43177401,636.8952948,184.18402177,134.31405001,158.12795695,158.12795695,158.12795695,158.12795695,268.8276437
2135,OAS,365.64673192,681.81478734,1417.96120625,827.92997609,322.57118829,365.64673192,365.64673192,365.64673192,365.64673192,681.85169576
2135,SSA,620.2270802,1625.79716889,3190.20016966,2891.0659887,599.82229899,620.2270802,620.2270802,620.2270802,620.2270802,1624.96329982
2135,EUR,150.84594393,265.16871462,334.27713031,184.26495047,188.29138942,150.84594393,150.84594393,150.84594393,150.84594393,246.96461427
2135,NEU,35.00798098,52.71302069,92.769802,32.2545917,36.89787728,35.00798098,35.00798098,35.00798098,35.00798098,52.72025861
2135,MEA,206.84044776,376.35272334,790.84591622,465.38844309,195.91378557,206.84044776,206.84044776,206.84044776,206.84044776,375.42584658
2135,REF,101.59697691,143.5736921,205.83588952,101.58659704,113.80022136,101.59697691,101.59697691,101.59697691,101.59697691,143.63288443
2135,CAZ,34.6260237,58.35394624,50.03000079,43.03553385,48.02359659,34.6260237,34.6260237,34.6260237,34.6260237,58.20428075
2135,CHA,240.66375703,331.98224498,651.93040282,186.87026741,234.083545,240.66375703,240.66375703,240.66375703,240.66375703,327.12163658
2135,IND,473.85209996,702.27542383,1382.68413307,351.54949614,466.83099078,473.85209996,473.85209996,473.85209996,473.85209996,702.27523124
2135,JPN,16.67418587,29.88034995,41.3374891,18.52837029,19.63695429,16.67418587,16.67418587,16.67418587,16.67418587,29.86440563
2135,USA,152.54604026,269.42376938,315.82389753,180.7876898,205.3970643,152.54604026,152.54604026,152.54604026,152.54604026,270.03316233
2140,LAM,150.26526496,262.53004718,639.49109024,176.55782268,126.71555852,150.26526496,150.26526496,150.26526496,150.26526496,261.93151812
2140,OAS,348.75229607,669.2478707,1425.96915485,822.12110276,305.91344672,348.75229607,348.75229607,348.75229607,348.75229607,669.28551104
2140,SSA,600.50986497,1619.84102216,3234.01865497,2921.72984059,579.68119913,600.50986497,600.50986497,600.50986497,600.50986497,1619.01574101
2140,EUR,148.03958852,264.9610811,336.81389732,182.47283741,185.63340777,148.03958852,148.03958852,148.03958852,148.03958852,246.12049109
2140,NEU,34.00780239,51.97290973,93.18090115,31.24270096,35.90661738,34.00780239,34.00780239,34.00780239,34.00780239,51.98005476
2140,MEA,199.6904638,371.60655316,798.58420064,464.49514943,188.76533944,199.6904638,199.6904638,199.6904638,199.6904638,370.67608689
2140,REF,99.89799693,142.94095432,207.01044201,100.27644695,112.3242061,99.89799693,99.89799693,99.89799693,99.89799693,143.00242285
2140,CAZ,34.28762918,58.66512924,50.42149733,42.9976327,47.68511278,34.28762918,34.28762918,34.28762918,34.28762918,58.51488641
2140,CHA,231.74502739,323.1528443,651.26114608,177.01502061,225.13814748,231.74502739,231.74502739,231.74502739,231.74502739,318.42287457
2140,IND,455.46909753,687.66647003,1387.75810614,330.7455565,448.37040557,455.46909753,455.46909753,455.46909753,455.46909753,687.66628159
2140,JPN,15.96880101,29.37241031,41.08323953,17.8872966,18.961903,15.96880101,15.96880101,15.96880101,15.96880101,29.3567353
2140,USA,150.23816171,270.21920385,319.27043856,179.49802153,203.56344521,150.23816171,150.23816171,150.23816171,150.23816171,270.83037766
2145,LAM,142.37032342,255.75293923,642.05915907,168.82802282,119.08141334,142.37032342,142.37032342,142.37032342,142.37032342,255.15941687
2145,OAS,331.42012201,656.703845,1434.37327996,816.32504262,288.74976771,331.42012201,331.42012201,331.42012201,331.42012201,656.74221305
2145,SSA,580.26534587,1613.47812629,3276.54503885,2954.12588423,559.12937304,580.26534587,580.26534587,580.26534587,580.26534587,1612.66072684
2145,EUR,145.1715959,264.77049006,339.28082236,180.73035959,182.97322107,145.1715959,145.1715959,145.1715959,145.1715959,245.32460028
2145,NEU,33.00693151,51.22014818,93.5832549,30.22558332,34.91428045,33.00693151,33.00693151,33.00693151,33.00693151,51.22720803
2145,MEA,192.28537025,366.84419999,806.51662496,463.77859793,181.30746801,192.28537025,192.28537025,192.28537025,192.28537025,365.91043745
2145,REF,98.20778175,142.32244849,208.17663694,98.97157447,110.88797039,98.20778175,98.20778175,98.20778175,98.20778175,142.38634775
2145,CAZ,33.97700042,58.95079833,50.80203212,42.96284737,47.37440525,33.97700042,33.97700042,33.97700042,33.97700042,58.80002517
2145,CHA,222.87654932,315.16027606,650.64106946,167.23604209,216.24502553,222.87654932,222.87654932,222.87654932,222.87654932,310.55047395
2145,IND,436.82665994,672.96821919,1392.47783922,309.82283456,429.6504534,436.82665994,436.82665994,436.82665994,436.82665994,672.96803482
2145,JPN,15.24685012,28.9016072,40.79988218,17.23157764,18.27125904,15.24685012,15.24685012,15.24685012,15.24685012,28.88618293
2145,USA,148.11628519,270.95187558,322.78386896,178.20874068,201.70680837,148.11628519,148.11628519,148.11628519,148.11628519,271.56470758
2150,LAM,133.43429509,248.21991538,644.90782762,160.31466237,110.4511652,133.43429509,133.43429509,133.43429509,133.43429509,247.63251102
2150,OAS,313.14721074,643.17899688,1443.14746627,810.27524354,269.90947095,313.14721074,313.14721074,313.14721074,313.14721074,643.21815096
2150,SSA,558.49040987,1606.79795899,3323.9802299,2988.78174258,537.17493303,558.49040987,558.49040987,558.49040987,558.49040987,1605.98997366
2150,EUR,142.05542491,264.5420719,341.99244636,178.84043174,180.03345243,142.05542491,142.05542491,142.05542491,142.05542491,244.41427469
2150,NEU,31.93884376,50.44102799,94.01483309,29.13310227,33.85693905,31.93884376,31.93884376,31.93884376,31.93884376,50.44798592
2150,MEA,184.27762954,361.60850192,815.2963554,462.7904927,173.45037991,184.27762954,184.27762954,184.27762954,184.27762954,360.67079794
2150,REF,96.35481365,141.59651487,209.42403106,97.52411354,109.23547537,96.35481365,96.35481365,96.35481365,96.35481365,141.66303103
2150,CAZ,33.60442651,59.29389434,51.21454711,42.92121981,47.00182151,33.60442651,33.60442651,33.60442651,33.60442651,59.14247567
2150,CHA,212.60355765,306.13426737,649.89682329,156.44016761,205.95161249,212.60355765,212.60355765,212.60355765,212.60355765,301.67403096
2150,IND,417.1527,656.5674,1397.9315,286.3566,409.9243,417.1527,417.1527,417.1527,417.1527,656.56721779
2150,JPN,14.5042,28.3498,40.5136,16.5665,17.5671,14.5042,14.5042,14.5042,14.5042,28.33470073
2150,USA,145.5876,271.83384072,326.5446,176.7948,199.5627,145.5876,145.5876,145.5876,145.5876,272.44870828
