"variable","Sector_1","Sector_2","Energy_use",2015,2020,2025
"K",,,,1,1.08014379147984,1.17543833241205
"L",,,,1,0.980784238701728,0.96629934102317
"GDPreal",,,,1,1.07738883565065,1.17208266264513
"wI",,,,1,1.08179204930179,1.05950849733488
"bKLj","AGRICULTURE",,,1,1.1592740743,1.34391637934412
"bKLj","MANUFACTURE",,,1,1.17393426792816,1.37812166541602
"bKLj","SERVICES",,,1,1.02287650573635,1.04627634598741
"bKLj","STEEL",,,1,1.17393426792816,1.37812166541602
"bKLj","CHEMICAL",,,1,1.17393426792816,1.37812166541602
"bKLj","ENERGY",,,1,1,1
"bKLj","TRANSPORTATION",,,1,1.02287650573635,1.04627634598741
"C_EB",,,,1,1.03264201437659,1.00283599084716
"C_ET",,,,1,0.9423189758176,0.863849225532769
"rhoB",,,,1,1.05217777899331,0.887000953050362
"rhoTT",,,,1,1.07156090044756,0.805938831258879
"rhoTnT",,,,1,1.07156090044756,0.805938831258879
"rhoPj","AGRICULTURE",,,1,1.07759379499283,0.943723950141667
"rhoPj","MANUFACTURE",,,1,1.07759379499283,0.943723950141667
"rhoPj","SERVICES",,,1,1.07759379499283,0.943723950141667
"rhoPj","STEEL",,,1,1.07759379499283,0.943723950141667
"rhoPj","CHEMICAL",,,1,1.07759379499283,0.943723950141667
"rhoPj","ENERGY",,,1,1.07759379499283,0.943723950141667
"rhoPj","TRANSPORTATION",,,1,1.07759379499283,0.943723950141667
"lambda_KLM",,,,1,1.41770007510935,1.26874303210115
"pXj","SERVICES",,,1,1,1
"pXj","ENERGY",,,1,1.06310657578991,1.29013623081132
"pMj","ENERGY",,,1,1.06310657578991,1.06310657578991
"Xj","ENERGY",,,1,0.084720783606935,0.0450755285665644
"Mj","ENERGY",,,1,0.754062943491478,0.672062197054794
